14.26203455635004,49.36268248386935,
14.26203455635004,49.36268248386935,
14.26203455635004,49.36260029393856,
14.261924210431957,49.36245366991043,
14.261924210431957,49.36277210491957,
14.261813864513874,49.36286172596979,
14.261813864513874,49.36230704588229,
14.261703518595791,49.36231255846894,
14.261703518595791,49.36295134702001,
14.261593172677708,49.36304096807023,
14.261593172677708,49.362321753962114,
14.261482826759625,49.36233094945529,
14.261482826759625,49.36309220379837,
14.261372480841542,49.3630839606398,
14.261372480841542,49.36234014494847,
14.261372480841542,49.36234014494847,
14.260818384847504,49.36243379553584,
