169.23057490152829, -77.45414559347319
169.22782838994223, -77.45725825354461
169.2272929918197, -77.45822610572316
169.22221449089722, -77.45845462066957
169.23480966802074, -77.46005559665011
169.23400670529247, -77.46036979945683
169.22233289179547, -77.45888593822751
169.2224512926937, -77.45931725578545
169.2332037425642, -77.46068400226355
169.23240077983593, -77.46099820507025
169.222569693592, -77.45974857334338
169.22336448202594, -77.45989938719208
169.22263600505605, -77.46264129356491
169.22423038832227, -77.46287340679385
169.22496643424532, -77.46010301172234
169.2265683864647, -77.46030663625258
169.22592215986438, -77.46273896137328
169.2276139314065, -77.4626045159527
169.2281703386841, -77.46051026078284
169.22977229090347, -77.46071388531308
169.2293814662694, -77.46218490581086
169.23122966150763, -77.46146169897851
169.23137424312287, -77.46091750984333
169.23217521923257, -77.46101932210846
169.23215375912673, -77.46110009556233
169.23561263074902, -77.45974139384342
169.22197440953437, -77.45800783627865
169.22161264770696, -77.45754558505472
169.2364155934773, -77.4594271910367
169.23655700683594, -77.45938110351562
169.23770564139727, -77.4593189729341
169.21949922809353, -77.45700475137888
169.21756169197025, -77.45634220310684
169.24003858907238, -77.45919924688039
169.24120506290996, -77.45913938385354
169.21738600041954, -77.45611173711605
169.2171807887974, -77.45569226041789
169.25244162507968, -77.4601742737622
169.25167335363398, -77.46073917923701
169.24955297657627, -77.4604696576014
169.24891662597656, -77.4602279663086
169.247604068203, -77.45992345280841
169.2520194541383, -77.46048469357207
169.25270080566403, -77.45999908447266
169.25313499527473, -77.45984614062235
169.21696364430974, -77.45524839153866
169.21674649982205, -77.45480452265942
169.25403905304853, -77.4595447880311
169.25494311082232, -77.45924343543982
169.2165293553344, -77.45436065378018
169.2164306640625, -77.45419311523438
169.21491484055412, -77.45379230474951
169.25573175831735, -77.45898055294147
169.25663581609115, -77.45867920035022
169.21184751498492, -77.45298614867042
169.21228263098575, -77.4526251887781
169.25753987386494, -77.45837784775895
169.25844393163874, -77.45807649516767
169.2129101853919, -77.45228868977756
169.21353773979806, -77.45195219077699
169.25692180185425, -77.45746674929484
169.25430254431117, -77.45671754724988
169.21416529420424, -77.45161569177645
169.2147928486104, -77.45127919277591
169.2516832867681, -77.4559683452049
169.24906402922505, -77.45521914315992
169.21542040301654, -77.45094269377537
169.2160479574227, -77.45060619477483
169.24644477168198, -77.45446994111495
169.24463470784147, -77.45398871185887
169.21564275093024, -77.4503035372727
169.21470263283203, -77.44976777104469
169.24008153582727, -77.45299368948231
169.23552836381307, -77.45199866710577
169.2155579687626, -77.44946022540826
169.21625956689226, -77.44921466606287
169.23321770087082, -77.45137021853414
169.23229186406473, -77.4510444014003
169.21669580526753, -77.44906198263153
169.22062078302037, -77.44907376305358
169.2294700184274, -77.44931816402352
169.22417306305803, -77.44864486675797
169.2161865234375, -77.44783782958984
169.21580287496727, -77.44758093014522
169.21367668118634, -77.44731066914451
169.2150761046925, -77.44728041640585
169.21543706577322, -77.44732629825525
169.2132387996075, -77.44767127750357
169.23091576496043, -77.44991820080297
169.23029011062866, -77.45004680752672
169.2130198588181, -77.4478515816831
169.21536254882812, -77.44853210449219
169.21581204813262, -77.44867750142465
169.23108128044962, -77.45061837720125
169.23057490152829, -77.45414559347319
